code	name	sw_l1_name	行业股票数	市值	流通市值	pe	pe行业排名	pb	pb行业排名	ps	ps行业排名	营收同比	营收同比行业排名	现金转化率	现金转化率行业排名	杠杆率	杠杆率行业排名	扣非净/营收
000712	锦龙股份	非银金融I	81	133.3248	113.5298	458.3439	72	3.9085	67	8.4313	55	-20.97	68	-443.82	73	4.4942	48	0.0228
000713	丰乐种业	农林牧渔I	83	57.5858	52.4213	133.3805	65	3.3381	42	2.2686	42	14.95	56	-23.72	72	1.5161	28	0.0185
000715	中兴商业	商业贸易I	83	21.2432	21.2095	14.8221	15	1.3563	31	2.3994	48	13.18	51	28.73	14	1.5304	15	0.0734
000716	黑芝麻	食品饮料I	105	25.5936	23.0164	54.8022	63	0.935	1	0.6216	4	49.03	33	12.43	34	1.8826	82	0.0139
000717	韶钢松山	钢铁I	36	119.5245	119.5245	6.2726	5	1.2037	20	0.3612	13	24.15	34	21.56	2	2.1867	22	0.0519
000718	苏宁环球	房地产I	117	246.4125	185.8816	23.4991	72	2.8338	89	5.7272	89	1.94	85	-0.15	56	1.7871	19	0.3417
000719	中原传媒	传媒I	148	70.3964	45.8998	7.5006	4	0.7797	2	0.7031	9	28.8	65	-9.39	89	1.5046	69	0.0484
000720	新能泰山	公用事业I	180	51.9729	34.7974	18.5962	72	1.8776	93	1.2361	37	115.28	16	-81.07	174	1.7404	46	-0.0226
000721	西安饮食	休闲服务I	32	21.0103	18.3536	146.1263	14	3.5788	13	4.6039	6	71.36	17	-18.53	15	2.3202	23	-0.3834
000722	湖南发展	公用事业I	180	40.2425	40.2425	46.4087	135	1.3342	46	11.6087	157	55.47	39	-72.18	171	1.0724	1	0.1863
000723	美锦能源	采掘I	60	307.7437	271.7355	21.9832	30	2.8848	43	2.14	37	69.02	7	1.88	43	2.1105	33	0.1688
000725	京东方A	电子I	309	2307.1338	2223.499	23.9057	49	2.3488	54	1.4302	36	107.87	51	29.25	29	2.4045	269	0.0903
000726	鲁泰A	纺织服装I	85	53.4617	34.9651	78.2512	57	0.6940000000000001	3	1.1901	12	-20.68	83	-3.7	51	1.4925	39	0.0156
000727	华东科技	电子I	309	129.5456	97.7898	9.671	4	7.5015	247	0.1792	2	28.88	233	-5.57	212	5.7489	307	0.0068
000728	国元证券	非银金融I	81	340.3747	334.7206	23.9524	41	1.1069	12	7.4961	52	1.32	54	-355.1	72	3.1755	24	0.3577
000729	燕京啤酒	食品饮料I	105	214.4908	190.9774	64.1701	72	1.633	6	1.8333	12	38.49	52	30.34	12	1.3836	56	-0.0433
000731	四川美丰	化工I	372	31.4078	31.4078	21.1613	121	1.0716	15	1.0047	45	37.6	230	1.92	172	1.2821	97	0.0594
000733	振华科技	电子I	309	262.7053	262.7053	35.4254	109	4.218	176	6.0122	190	47.25	183	1.81	167	1.5196	142	0.1799
000735	罗牛山	农林牧渔I	83	93.8484	93.7973	75.3414	53	2.2194	21	4.0974	47	-10.02	77	-19.41	68	1.978	51	0.0815
000736	中交地产	房地产I	117	49.7235	49.7235	21.9091	70	1.703	71	0.4058	13	-2.23	91	-161.29	107	8.2978	112	-0.0807
000737	南风化工	化工I	372	37.8644	37.8644	367.1423	347	7.4718	325	3.2309	201	19.48	308	0.15	193	2.3667	321	0.0227
000738	航发控制	国防军工I	85	223.4003	223.3986	54.5442	35	3.6391	42	6.0228	35	29.67	54	-25.25	48	1.3813	34	0.1392
000739	普洛药业	医药生物I	361	347.5466	347.5098	39.5319	165	8.0425	252	4.2667	139	15.63	258	7.53	178	1.7481	280	0.0964
000750	国海证券	非银金融I	81	228.6701	228.6699	38.1794	53	1.2735	22	5.0555	37	4.01	49	-1518.66	80	4.1242	40	0.1627
000751	锌业股份	有色金属I	124	50.1913	50.1913	19.8102	13	1.7302	20	0.6873	19	36.25	91	2.14	53	1.8768	74	0.0179
000753	漳州发展	汽车I	192	27.464000000000002	27.464000000000002	20.4471	50	1.0997	12	0.8393	31	32.13	152	-62.48	187	2.801	164	0.0486
000755	山西路桥	交通运输I	116	15.955	15.955	14.2974	37	1.325	50	1.9949	49	527.29	1	57.15	14	6.721	116	0.2071
000756	新华制药	医药生物I	361	56.2121	38.67	16.5891	45	1.6732	36	0.9264	25	3.64	304	5.05	196	2.0591	308	0.0546
000757	浩物股份	汽车I	192	25.1262	19.3221	31.2534	94	1.4799	34	0.5444	17	106.03	25	-5.09	134	1.6748	99	-0.0061
000758	中色股份	有色金属I	124	99.6505	99.6481	244.5139	111	2.1223	39	1.4180000000000001	43	17.81	110	147.01	1	2.3088	98	0.0566
000759	中百集团	商业贸易I	83	35.6174	35.5957	16.4934	16	1.1484	19	0.2813	12	-11.76	80	14.58	30	3.7985	66	-0.0066
000761	本钢板材	钢铁I	36	170.5395	152.9395	19.1005	28	0.8292	5	0.3267	9	30.04	30	-6.34	26	2.986	29	0.0445
000767	晋控电力	公用事业I	180	108.6161	102.8022	73.0973	146	1.3847	51	0.9	20	13.65	129	10.03	79	6.6525	175	0.0004
000768	中航西飞	国防军工I	85	701.8515	701.8467	86.7974	61	4.54	50	2.0914	9	1.13	73	-86.6	76	3.9552	85	0.0158
000776	广发证券	非银金融I	81	1141.6389	886.7099	10.864	7	1.1378	14	3.5580000000000003	23	54.44	18	-36.23	50	4.7695	53	0.2966
000777	中核科技	机械设备I	415	43.3762	43.0182	36.861	197	2.7524	180	3.3469	165	98.5	93	-4.42	182	1.6722	227	-0.0335
000778	新兴铸管	钢铁I	36	159.6352	155.3958	8.4641	9	0.7096	2	0.3323	10	61.92	14	0.02	20	2.0645	19	0.0316
000779	甘咨询	建筑装饰I	133	34.9904	16.1029	11.3846	31	1.5859999999999999	62	1.4184	70	-2.78	129	-96.82	121	1.6029	23	0.1133
000782	美达股份	化工I	372	17.9567	17.9566	17.5697	82	1.2287	27	0.6826	23	61.89	142	-16.22	317	2.2412	315	0.0278
000783	长江证券	非银金融I	81	406.4505	406.4505	17.2189	26	1.4119	32	4.8479	36	43.91	22	58.1	31	4.8587	54	0.3517
000785	居然之家	商业贸易I	83	468.1319	18.0034	27.116	39	2.8489	59	4.7136	64	39.05	31	35.56	9	3.1681	62	0.1838
000786	北新建材	建筑材料I	71	719.7303	719.7303	21.4938	39	4.1975	51	3.8104	54	99.96	17	3.76	26	1.3329	12	0.1238
000788	北大医药	医药生物I	361	40.4079	40.4079	77.8247	240	3.0612	127	1.8998	49	41.2	150	-2.98	272	1.7647	284	0.0444
000789	万年青	建筑材料I	71	111.3965	111.3939	7.1716	3	1.6972	27	0.821	10	62.15	42	-4.56	37	1.5809	29	0.1022
000790	华神科技	医药生物I	361	37.7213	37.7213	88.1158	249	4.0834	178	4.8448	154	14.92	261	-38.74	345	1.2742	126	0.0936
000791	甘肃电投	公用事业I	180	60.909	60.9078	13.0842	25	0.9333	16	2.6448	94	11.67	140	82.01	1	2.4193	106	-0.0414
000795	英洛华	有色金属I	124	58.158	58.0412	50.8747	77	2.445	44	2.0166	56	64.85	54	-4.57	75	1.6616	57	0.0481
000797	中国武夷	房地产I	117	52.1571	51.9992	19.0188	62	0.9703	49	0.8515	42	61.28	47	17.89	41	4.0694	66	0.0195
000799	酒鬼酒	食品饮料I	105	759.8464	759.8464	114.5319	91	24.3149	95	31.3833	97	190.36	2	21.45	24	1.454	62	0.2941
000800	一汽解放	汽车I	192	515.7575	84.7849	12.0595	17	1.955	70	0.3961	8	57.89	101	8.96	57	3.3301	177	0.0389
000801	四川九洲	家用电器I	66	62.0844	62.0844	65.1627	54	2.3732	23	1.824	24	15.44	66	-11.44	52	1.8191	35	0.0191
000803	北清环能	电气设备I	221	22.7207	15.1872	32.5102	100	3.6854	143	4.2129	136	0	206	-28.04	167	2.7542	197	0.0503
000807	云铝股份	有色金属I	124	427.9387	384.9566	30.4894	42	3.4204	71	1.2702	37	68.69	45	14.39	19	2.8246	113	0.0667
000810	创维数字	家用电器I	66	91.024	87.8432	19.6497	14	2.1564	18	1.0095	15	29.76	56	1.04	30	2.3216	49	0.0268
000811	冰轮环境	机械设备I	415	58.9958	58.9945	20.4275	68	1.3226	22	1.3041	48	75.96	137	-22.53	286	1.7948	261	0.0347
000812	陕西金叶	轻工制造I	137	28.5185	24.8683	121.9925	117	1.7609	30	2.8743	81	37.48	95	-39.54	126	1.9807	106	-0.002
000813	德展健康	医药生物I	361	120.1434	118.985	46.7185	186	2.0153	61	17.0625	260	-55.01	358	72.81	5	1.0758	19	0.289
000815	美利云	轻工制造I	137	36.7099	36.7099	74.13600000000001	110	1.7119	27	2.9628	83	36.8	98	-5.92	85	1.4553	60	0.0238
000816	智慧农业	机械设备I	415	43.4474	40.7565	68.3468	310	2.065	107	2.1407	100	119.42	63	-11.98	236	1.5401	189	0.02
000818	航锦科技	化工I	372	142.4615	141.3348	40.6176	236	4.6108	281	3.6767	231	40.58	216	7.6	112	1.4718	161	0.1752
000819	岳阳兴长	化工I	372	18.2482	18.2482	37.9024	226	2.1679	143	1.2361	68	7.22	339	-11.87	290	1.131	40	-0.0183
000821	京山轻机	机械设备I	415	41.1212	36.5355	38.3794	203	1.7163	68	1.2084	43	60.22	182	-15.67	257	2.5926	366	0.0688
000823	超声电子	电子I	309	55.4686	55.4639	15.9538	10	1.4461	5	0.9943	18	37.42	211	3.26	158	1.5978	154	0.0493
000825	太钢不锈	钢铁I	36	379.3701	377.0279	10.9938	12	1.089	16	0.5189	22	36.55	26	15.8	4	2.0447	17	0.0873
000828	东莞控股	交通运输I	116	102.7043	102.7041	9.8627	14	1.2797	49	7.1383	95	111.14	20	191.57	2	1.5384	35	0.7225
000829	天音控股	商业贸易I	83	89.5938	89.4879	70.6904	68	3.6143	66	0.1371	5	38.84	32	-5.38	59	6.1063	81	0.0002
000830	鲁西化工	化工I	372	287.5522	221.0706	15.9117	66	2.0081	118	1.4058	81	85.34	80	30.88	14	2.1116	305	0.1577
000831	五矿稀土	有色金属I	124	169.3995	169.3995	45.9648	70	6.6073	101	8.023	94	144.45	5	-29.08	114	1.3149	25	0.1281
000833	粤桂股份	采掘I	60	31.2144	17.6566	32.9956	39	1.089	20	1.0759	23	-32.58	57	-33.2	58	1.7587	27	-0.0033
000837	秦川机床	机械设备I	415	54.498999999999995	54.4776	22.0224	90	2.4503	149	1.0964	35	127.63	57	0.38	154	3.0115	387	0.0422
000838	财信发展	房地产I	117	35.1047	26.9909	30.7527	79	1.8333	74	0.5493	25	210.71	16	109.48	10	6.3976	104	-0.0626
000848	承德露露	食品饮料I	105	84.6065	84.6045	18.3293	8	3.7032	38	4.2641	35	14.55	81	12.37	35	1.2699	43	0.2171
000850	华茂股份	纺织服装I	85	35.3874	35.3768	9.655	4	0.8272	5	0.9756	7	42.94	26	2.09	43	1.6205	51	0.0461
000852	石化机械	机械设备I	415	35.3033	35.3033	153.2035	349	1.9466	90	0.5671	4	0.9	379	-8.31	209	4.2868	405	-0.0026
000856	冀东装备	机械设备I	415	14.6415	14.6415	265.9393	360	4.2688	286	0.5111	2	37.08	262	-7.52	203	5.9366	409	-0.0056
000858	五粮液	食品饮料I	105	11512.8496	11258.3018	53.3641	58	12.115	86	18.7482	91	20.19	78	22.63	22	1.2325	39	0.3831
000859	国风塑业	化工I	372	46.6804	38.5182	23.9871	146	1.8451	96	2.8092	181	70.11	119	12.02	73	1.2129	71	0.1071
000860	顺鑫农业	食品饮料I	105	364.5785	364.5785	82.8153	83	4.4928	45	2.3563	25	-0.7	100	-21.98	96	2.5316	99	0.068
000861	海印股份	商业贸易I	83	51.1611	47.6905	242.6268	72	1.3430000000000002	29	4.0074	60	-8.71	76	34.58	10	2.5131	46	-0.0272
000862	银星能源	公用事业I	180	43.1439	30.6327	41.3664	131	1.5797	72	3.3791	109	29.24	78	23.92	28	3.2293	155	0.2307
000863	三湘印象	房地产I	117	46.803000000000004	45.2899	14.1376	51	0.9382	46	0.8371	40	188.68	18	19.55	37	1.9519	24	0.0631
000868	安凯客车	汽车I	192	30.5065	28.9347	24.5383	64	5.9951	160	0.9046	35	41.26	134	3.13	89	7.7003	191	-0.0689
000869	张裕A	食品饮料I	105	258.557	171.0454	49.4273	51	2.4532	18	6.9436	57	40.75	48	27.77	13	1.2483	40	0.2476
000875	吉电股份	公用事业I	180	144.5328	111.1788	22.5751	95	1.3855	52	1.3048	41	40.81	62	22.83	36	4.1386	167	0.1207
000876	新希望	农林牧渔I	83	707.3182	679.0202	20.4774	16	1.9046	15	0.5969	5	42.15	32	-11.72	62	2.5354	72	0.021
000877	天山股份	建筑材料I	71	166.747	139.9351	10.2072	13	1.6321	25	1.8211	37	86.67	26	-5.9	39	1.3074	11	0.0722
000878	云南铜业	有色金属I	124	241.6943	233.4756	60.2702	91	2.9537	55	0.2465	3	56.9	67	-6.23	79	3.7387	118	0.0056
000880	潍柴重机	机械设备I	415	25.4289	12.4459	22.1505	92	1.6193	55	0.6994	12	65.52	167	11.97	89	2.9169	384	0.0217
000881	中广核技	化工I	372	105.415	78.1055	29.5524	175	1.7594	90	1.4748	89	52.99	167	-7.58	261	1.9236	275	-0.0224
000882	华联股份	商业贸易I	83	50.0935	50.0935	36.5701	50	0.6864	2	5.0451	67	62.52	19	49.04	6	1.8298	23	-0.1046
000883	湖北能源	公用事业I	180	354.656	354.5158	13.2286	28	1.1999	35	1.9273	64	37.26	66	33.75	19	1.75	49	0.1285
000885	城发环境	交通运输I	116	62.4742	62.4742	6.8703	3	1.2772	48	1.5869	39	286.28	3	13.51	52	2.6125	94	0.2626
000886	海南高速	交通运输I	116	45.4861	44.7102	39.2027	86	1.6015	63	37.5238	101	13.32	87	-601.25	116	1.1402	4	-2.0121
000887	中鼎股份	汽车I	192	135.0246	134.7379	23.8278	62	1.514	37	1.1038	43	27.26	158	8.63	63	2.0503	130	0.0636
000888	峨眉山A	休闲服务I	32	31.9836	31.9836	54.6091	10	1.32	2	6.0147	9	95.2	13	-38.68	23	1.3625	8	-0.0284
000889	中嘉博创	通信I	105	55.8966	51.93	95.8885	69	2.3704	31	2.0929	25	19.87	76	-39.6	80	1.5396	54	0.0168
000890	法尔胜	非银金融I	81	22.6532	20.4999	41.4818	56	115.3566	72	4.6446	35	20.87	35	-104.34	59	44.1361	80	-0.0075
000893	亚钾国际	化工I	372	124.2835	66.2288	170.201	337	3.3307	227	30.5052	345	54.47	162	65.05	4	1.1016	28	0.1379
000895	双汇发展	食品饮料I	105	1223.7183	525.8527	19.6362	10	6.3132	65	1.639	11	4	96	7.68	45	1.4533	61	0.0708
000897	津滨发展	房地产I	117	35.0948	35.0942	21.6714	69	2.4282	82	1.6943	57	381.35	12	90.03	11	4.6809	79	0.0652
000898	鞍钢股份	钢铁I	36	416.6526	351.7975	12.995999999999999	17	0.7586	3	0.3705	15	56.75	16	5.99	12	1.612	8	0.048
000899	赣能股份	公用事业I	180	54.9307	54.9304	19.3087	77	1.0923	24	2.0141	70	9.26	148	15.39	60	1.5666	33	0.0448
000900	现代投资	交通运输I	116	65.1148	65.0954	7.3776	4	0.6124	2	0.4062	10	64.08	37	10.92	54	3.8344	104	0.0633
000902	新洋丰	化工I	372	182.3732	165.84599999999998	16.5291	73	2.6003	174	1.7256	111	17.8	315	0.19	192	1.5942	197	0.1018
000903	云内动力	汽车I	192	71.9342	71.9342	28.0108	85	1.2328	15	0.6701	24	42.29	129	-17.68	172	2.6606	159	0.0351
000905	厦门港务	交通运输I	116	42.0754	35.7362	25.0669	69	1.1886	43	0.2314	7	87.96	28	-6.39	91	2.4316	90	0.0074
000906	浙商中拓	商业贸易I	83	63.5993	62.3802	10.2436	5	2.1089	52	0.049	2	133.36	3	-14.78	69	6.0442	80	0.0049
000909	数源科技	房地产I	117	32.6303	22.4581	74.1756	91	1.7906	73	2.1062	67	172.29	20	50.23	23	2.2438	32	0.0083
000910	大亚圣象	轻工制造I	137	70.6143	70.5827	9.389	2	1.2621	12	0.8917	13	86.76	38	-6.47	87	1.5326	64	0.0476
000911	南宁糖业	农林牧渔I	83	33.9313	33.9313	91.5363	58	26.7444	73	0.9201	12	18.47	52	-13.34	63	22.7814	82	-0.0307
000912	泸天化	化工I	372	62.5632	62.5632	15.7723	62	1.1434	21	1.163	59	-17.41	369	6.63	125	1.4863	166	0.0238
000913	钱江摩托	汽车I	192	80.5933	80.5933	28.5187	86	2.8765	106	2.0168	83	72.1	70	8.31	67	1.647	93	0.0492
000915	华特达因	医药生物I	361	67.6749	67.6258	19.3269	56	3.2827	140	3.4074	115	50.91	130	27.95	59	1.1994	93	0.2183
000919	金陵药业	医药生物I	361	41.1264	41.06399999999999	32.193000000000005	137	1.4218	23	1.528	37	36.55	167	2.94	214	1.2372	110	0.0602
000920	南方汇通	公用事业I	180	29.2024	29.1901	24.6269	101	2.4019	118	2.0617	72	106.19	19	7.61	87	1.7569	50	0.0212
000921	海信家电	家用电器I	66	203.1824	134.5059	11.5881	3	2.0342	15	0.3712	6	83.7	15	-0.37	32	3.0547	56	0.0096
000922	佳电股份	电气设备I	221	43.9822	42.7455	10.5855	4	1.7321	43	1.7805	64	19.16	183	-6.79	93	1.8321	119	0.0971
000923	河钢资源	采掘I	60	154.5009	148.6225	12.2171	20	1.9942	38	2.4185	41	30.22	25	39.99	11	1.3692	9	0.2285
000925	众合科技	机械设备I	415	36.0993	34.8281	14.9718	31	1.4546	34	1.1795	39	39.17	250	-90.91	400	2.5509	363	0.0628
000926	福星股份	房地产I	117	43.2146	42.5138	16.267	55	0.3872	1	0.5361	22	42.65	53	49.38	24	4.2028	72	0.0028
000927	中国铁物	汽车I	192	231.7285	34.3761	23.0241	59	3.3412	128	0.496	12	25.16	160	-12.4	161	3.5293	184	0.0174
000928	中钢国际	建筑装饰I	133	156.2032	156.1993	21.8215	66	2.8	94	1.0039	59	35.85	85	-77.83	115	3.2129	89	0.0381
000930	中粮科技	农林牧渔I	83	181.3478	93.7399	21.3808	18	1.6865	11	0.845	10	38.12	39	9.24	28	1.9964	55	0.0555
000931	中关村	医药生物I	361	54.0745	53.5766	149.7726	286	3.1943	133	2.8756	99	27.73	196	6.38	188	1.7637	282	-0.0218
000932	华菱钢铁	钢铁I	36	411.2611	331.3658	5.6225	2	1.1702	18	0.3127	8	63.49	13	-7.35	27	2.4693	26	0.053
000933	神火股份	有色金属I	124	252.1552	214.7563	27.8076	35	3.3328	68	1.1487	34	85.2	29	44.2	5	4.5747	120	0.0754
000935	四川双马	建筑材料I	71	99.9343	99.9339	10.4144	14	1.8977	29	7.1892	62	-25.09	69	22.22	9	1.0866	2	0.8108
000936	华西股份	化工I	372	53.8696	53.831	287.2671	344	1.1003	18	2.263	151	4.46	346	-7.95	266	1.7066	227	0.3307
000937	冀中能源	采掘I	60	138.1617	113.6481	19.2103	29	0.6957	6	0.6446	10	15.24	40	13.73	24	2.1536	34	0.0229
000938	紫光股份	计算机I	257	514.8144	514.8144	26.2317	31	1.8122	23	0.815	6	34.51	132	-6.35	54	1.7025	190	0.0102
000948	南天信息	计算机I	257	47.074	41.3113	39.3787	92	2.0967	39	1.0751	9	21.09	172	-90.66	199	1.858	205	-0.0295
000949	新乡化纤	化工I	372	61.6251	61.6022	17.7213	83	1.4761	55	1.1213	54	109.74	51	10.7	84	2.2815	319	0.1575
000950	重药控股	医药生物I	361	95.1879	94.3589	10.8205	18	1.0578	6	0.1829	5	88.89	79	-17.6	323	4.2575	356	0.004
000951	中国重汽	汽车I	192	264.3456	211.3905	11.9064	15	1.9692	71	0.3651	6	151.86	12	-3.6	125	2.9685	171	0.0282
000952	广济药业	医药生物I	361	25.7817	22.9917	25.3434	91	1.8869999999999998	58	3.5266	119	32.16	183	16.16	104	1.4149	198	0.063
000955	欣龙控股	纺织服装I	85	29.7194	29.6754	21.1048	31	3.6551	54	2.2391	38	-17.86	81	-20.56	69	1.4144	36	0.0342
000958	东方能源	非银金融I	81	232.5637	47.6098	17.5591	27	1.3696	28	1.7109	13	8.76	44	-189.54	67	2.7919	20	0.1702
000959	首钢股份	钢铁I	36	369.2747	286.232	14.0276	22	1.0386	15	0.4016	20	69.36	10	5.09	13	3.6518	32	0.0354
000960	锡业股份	有色金属I	124	244.142	244.142	25.1303	28	1.8404	27	0.4943	14	49.39	78	-2.21	67	2.7855	110	0.0235
000961	中南建设	房地产I	117	257.2007	256.235	3.6016	2	0.8723	37	0.3161	8	23.86	69	12.92	45	7.1305	108	0.0464
000962	东方钽业	有色金属I	124	38.7051	38.705	55.136	85	3.1474	61	4.9397	83	111.31	13	21	14	1.2759	21	0.0708
000963	华东医药	医药生物I	361	860.2064	860.1829	35.3854	151	5.6345	218	2.5314	85	3.47	305	3.4	209	1.6473	263	0.0782
000966	长源电力	公用事业I	180	315.64799999999997	137.2056	72.6031	145	3.3313	141	5.0154	131	46.91	48	16.61	56	2.1366	79	0.0619
000967	盈峰环境	公用事业I	180	252.0961	161.27	18.0771	66	1.5002	66	1.6953	57	24.47	93	-32.43	158	1.6721	40	0.0798
000968	蓝焰控股	采掘I	60	60.6624	60.6624	47.8718	44	1.345	28	4.0385	44	16.43	39	0.94	47	2.3361	39	0.228
000969	安泰科技	有色金属I	124	76.4376	74.5619	49.8667	76	1.6387	17	1.4253	44	35.48	94	-6.93	80	1.6099	53	0.0386
000970	中科三环	有色金属I	124	99.3832	99.3832	59.3436	90	2.1191	38	1.915	54	71.91	40	-1.72	64	1.3043	24	0.0376
000973	佛塑科技	化工I	372	40.2448	40.2438	45.2178	256	1.6656	74	1.6581	105	29.86	258	-7.54	260	1.4274	144	0.0431
000975	银泰黄金	有色金属I	124	295.9986	265.0248	23.3272	22	3.1148	60	3.9583	77	-22.07	121	40.35	7	1.1805	13	0.1892
000976	华铁股份	机械设备I	415	82.337	82.2815	17.8134	52	1.6624	62	3.5533	177	23.33	318	-60.7	383	1.4276	163	0.1142
000977	浪潮信息	计算机I	257	388.289	387.9639	24.7093	27	3.0906	93	0.6118	2	3.82	212	-8.08	57	2.3325	226	0.0168
000983	山西焦煤	采掘I	60	264.2281	264.2262	11.7076	18	1.3319999999999999	27	0.7493	12	19.42	34	9.93	32	3.0796	52	0.0986
000985	大庆华科	化工I	372	15.3104	15.3104	44.5182	254	2.6471	179	0.8678	34	0.27	358	4.81	147	1.2356	79	-0.0067
000987	越秀金控	非银金融I	81	346.8635	336.0685	20.9074	37	1.4532	37	3.3895	21	30.38	29	-16.13	48	4.1662	43	0.2408
000988	华工科技	电子I	309	201.8044	201.7187	29.8542	85	2.9889	94	2.8158	106	135.58	24	-11.68	237	1.6752	167	0.0553
000989	九芝堂	医药生物I	361	78.1549	52.9999	26.9035	107	2.0713	70	2.0499	60	28.33	195	1.56	234	1.3534	165	0.0894
000990	诚志股份	化工I	372	161.1373	107.2556	19.3476	105	0.9587	7	1.5046	93	48.65	191	7.33	116	1.4577	153	0.1056
000995	皇台酒业	食品饮料I	105	33.8672	33.8672	95.1406	86	26.1572	96	32.1935	98	41.62	42	15.67	29	3.4811	103	-0.4392
000996	中国中期	汽车I	192	33.465	33.465	498.5547	174	6.9282	164	66.5914	174	3.9	183	-26.84	180	1.4448	57	0.3704
000997	新大陆	计算机I	257	156.6209	153.1757	34.0693	77	2.573	60	2.0969	32	39.45	120	7.72	33	1.7904	199	0.0757
000998	隆平高科	农林牧渔I	83	225.0702	181.4739	169.9041	67	4.0707	49	6.7499	60	5.44	67	-27.22	74	2.1754	62	0.107
000999	华润三九	医药生物I	361	249.1301	249.0016	14.5054	39	1.7346	43	1.7116	43	29.05	192	6.83	184	1.5066	231	0.1527
001696	宗申动力	汽车I	192	77.7473	59.6955	12.584000000000001	21	1.6839	51	0.8951	34	63.05	89	4.73	84	1.884	121	0.0526
001872	招商港口	交通运输I	116	289.5082	89.4293	11.8217	23	0.7645	11	2.1785	52	23.09	76	24.65	40	1.5466	36	0.1469
001896	豫能控股	公用事业I	180	98.9506	98.9506	34.6289	123	1.615	77	1.0391	26	53.61	43	29.31	21	3.1131	149	0.0091
001914	招商积余	房地产I	117	214.2959	134.773	43.5214	87	2.5471	86	2.3565	70	26.17	64	-32.22	79	1.9262	23	0.0463
001965	招商公路	交通运输I	116	499.8187	156.3637	11.9633	24	1.001	27	6.1488	92	120.6	17	38.23	25	1.5494	37	0.6305
001979	招商蛇口	房地产I	117	904.8343	904.6541	7.3068	27	1.1165	56	0.6934	33	7.42	80	-104.99	103	3.0042	52	0.0501
002001	新和成	医药生物I	361	840.2989	830.4205	22.1085	74	4.4304	188	7.3496	202	42.64	147	28.76	56	1.6254	257	0.2913
002002	鸿达兴业	化工I	372	112.7949	112.6455	12.6408	25	1.3495	40	2.0166	129	13.83	322	0.24	190	2.0661	295	0.1579
002003	伟星股份	纺织服装I	85	58.887	49.075	14.0779	13	2.6097	43	2.2375	37	33.46	37	-15.05	64	1.3343	30	0.0824
002004	华邦健康	化工I	372	132.0606	121.3378	19.1263	102	1.4180000000000001	47	1.1543	57	25.05	282	-1.34	202	2.0099	288	0.0425
002006	精功科技	机械设备I	415	29.3123	29.3123	56.7423	284	3.088	217	2.3906	117	95.64	97	4.2	135	2.375	346	0.002
002007	华兰生物	医药生物I	361	704.0231	606.934	43.4951	178	8.9895	261	14.1682	250	-7.99	336	43.76	20	1.2341	108	0.3473
002008	大族激光	电子I	309	376.2496	350.5202	31.3052	89	3.9984	169	2.7733	103	107.54	52	0.67	174	2.1797	248	0.0967
002009	天奇股份	机械设备I	415	36.388000000000005	36.3318	33.8672	179	1.8445	81	0.9622	29	35.28	268	4.18	136	2.8321	379	0.0505
002010	传化智联	交通运输I	116	212.9766	204.9628	12.9396	27	1.4134	55	0.8467	20	99.14	24	0.11	76	2.1676	79	0.0185
002012	凯恩股份	轻工制造I	137	26.7014	26.6393	24.7738	62	1.9142	36	1.4833	33	93.99	34	0.85	66	1.4254	51	0.0419
002013	中航机电	国防军工I	85	384.9861	384.9728	31.5414	7	2.9627	28	2.8044	14	72.45	31	0.87	22	1.8737	62	0.054
002014	永新股份	轻工制造I	137	45.9017	44.777	14.5872	18	2.5397	69	1.5666	38	36.27	100	-8.11	91	1.5722	70	0.0806
002015	协鑫能科	公用事业I	180	125.3732	37.1452	14.4641	42	2.1316	106	1.0836	32	10.5	146	22.21	38	3.3258	160	0.0532
